x,y
-1.773251,-2.138857
-1.773251,-2.140078
-1.772945,-2.141298
-1.771114,-2.140383
-1.77264,-2.140688
-1.77264,-2.139162
-1.770504,-2.139772
-1.770809,-2.140383
-1.769283,-2.139772
-1.770504,-2.140383
-1.770809,-2.140078
-1.769283,-2.140078
-1.771725,-2.139162
-1.771114,-2.138857
-1.769588,-2.138857
-1.769894,-2.138857
-1.771114,-2.139162
-1.771114,-2.139772
-1.769283,-2.140078
-1.77264,-2.139162
-1.767452,-2.139772
-1.769283,-2.137941
-1.769894,-2.138247
-1.769588,-2.138247
-1.77203,-2.138857
-1.767757,-2.138552
-1.769283,-2.138552
-1.768368,-2.138857
-1.768673,-2.139772
-1.768673,-2.138552
-1.769894,-2.138857
-1.767757,-2.138857
-1.769283,-2.139162
-1.767757,-2.138857
-1.768368,-2.140383
-1.768063,-2.138857
-1.768063,-2.139162
-1.769283,-2.138552
-1.769283,-2.140383
-1.769588,-2.137941
-1.768368,-2.139162
-1.768063,-2.140383
-1.768063,-2.140383
-1.768063,-2.139772
-1.768063,-2.140688
-1.767452,-2.139772
-1.771114,-2.139772
-1.769588,-2.138247
-1.769283,-2.137941
-1.771725,-2.139162
-1.769283,-2.140383
-1.769894,-2.139772
-1.769283,-2.139162
-1.769894,-2.138247
-1.769283,-2.138247
-1.770504,-2.136721
-1.768673,-2.136415
-1.769283,-2.13611
-1.771725,-2.137636
-1.769283,-2.137941
-1.769894,-2.138552
-1.770199,-2.140688
-1.770199,-2.139772
-1.769894,-2.139162
-1.770504,-2.139772
-1.769894,-2.138857
-1.769588,-2.137331
-1.770809,-2.138552
-1.770199,-2.137636
-1.768673,-2.137636
-1.769894,-2.136721
-1.770504,-2.136415
-1.769894,-2.136721
-1.770809,-2.138857
-1.770504,-2.138552
-1.770809,-2.138552
-1.769588,-2.140993
-1.770809,-2.139162
-1.768673,-2.138552
-1.770809,-2.137331
-1.769894,-2.13611
-1.770199,-2.13489
-1.769283,-2.13489
-1.770199,-2.13489
-1.770809,-2.135195
-1.769283,-2.13611
-1.770199,-2.137941
-1.768368,-2.138247
-1.770504,-2.138247
-1.771114,-2.138247
-1.771725,-2.137636
-1.768368,-2.138552
-1.770199,-2.137636
-1.769894,-2.136415
-1.770504,-2.1355
-1.770504,-2.135195
-1.769588,-2.134279
-1.770199,-2.13489
-1.769283,-2.136721
-1.770199,-2.136721
-1.770809,-2.138552
-1.770199,-2.138857
-1.769894,-2.138552
-1.770504,-2.137331
-1.769588,-2.1355
-1.770199,-2.13611
-1.769588,-2.13611
-1.769283,-2.135195
-1.770809,-2.13489
-1.770504,-2.133974
-1.769894,-2.133669
-1.769588,-2.133974
-1.769588,-2.135195
-1.770504,-2.135195
-1.769588,-2.135805
-1.769894,-2.136415
-1.768063,-2.135805
-1.769283,-2.134279
-1.769894,-2.134279
-1.769894,-2.133974
-1.769588,-2.132143
-1.769283,-2.132143
-1.769894,-2.131533
-1.768673,-2.132753
-1.767757,-2.133364
-1.769894,-2.133974
-1.769283,-2.133364
-1.769283,-2.132753
-1.769283,-2.133364
-1.769283,-2.133059
-1.768063,-2.133669
-1.769283,-2.131838
-1.767452,-2.133059
-1.768673,-2.132753
-1.768368,-2.133059
-1.766232,-2.135805
-1.765316,-2.13611
-1.769588,-2.133669
-1.766537,-2.137636
-1.768368,-2.137636
-1.767147,-2.138857
-1.771725,-2.138247
-1.768368,-2.139162
-1.770504,-2.139162
-1.768673,-2.141909
-1.769894,-2.139772
-1.771114,-2.139162
-1.769283,-2.138857
-1.769894,-2.138857
-1.770504,-2.138247
-1.770199,-2.141298
-1.770809,-2.140993
-1.768673,-2.142519
-1.769894,-2.141298
-1.768368,-2.142824
-1.768673,-2.140993
-1.768368,-2.140688
-1.769894,-2.140078
-1.768673,-2.142214
-1.769894,-2.142519
-1.769894,-2.143129
-1.771114,-2.143435
-1.769588,-2.141909
-1.770199,-2.142519
-1.770504,-2.140383
-1.769894,-2.139772
-1.768063,-2.141298
-1.769283,-2.141909
-1.768673,-2.142824
-1.768063,-2.140383
-1.769894,-2.142214
-1.767452,-2.140078
-1.768368,-2.139772
-1.767452,-2.139772
-1.768063,-2.140078
-1.767757,-2.140383
-1.766537,-2.140993
-1.767757,-2.141298
-1.767147,-2.140078
-1.765011,-2.139772
-1.765926,-2.138857
-1.766232,-2.138552
-1.766537,-2.139162
-1.767147,-2.139162
-1.765316,-2.140993
-1.764706,-2.139772
-1.765316,-2.140688
-1.765926,-2.138247
-1.764095,-2.140078
-1.765316,-2.139162
-1.765316,-2.139772
-1.765011,-2.139162
-1.765011,-2.140078
-1.764706,-2.140078
-1.762569,-2.139772
-1.76318,-2.140078
-1.76379,-2.138552
-1.763485,-2.138857
-1.765621,-2.139162
-1.765011,-2.141298
-1.762569,-2.140078
-1.763485,-2.138247
-1.761349,-2.138857
-1.765316,-2.139772
-1.765316,-2.139772
-1.761959,-2.140078
-1.765011,-2.139772
-1.765011,-2.140688
-1.763485,-2.140688
-1.761654,-2.138552
-1.761044,-2.139162
-1.759212,-2.139772
-1.762875,-2.137941
-1.76318,-2.138552
-1.759212,-2.136415
-1.763485,-2.136721
-1.761654,-2.136721
-1.762569,-2.13611
-1.762569,-2.133669
-1.761044,-2.133364
-1.761654,-2.132753
-1.762569,-2.131838
-1.761654,-2.131838
-1.761349,-2.131227
-1.761044,-2.131227
-1.760738,-2.130312
-1.760433,-2.129396
-1.761654,-2.128786
-1.759212,-2.129702
-1.759518,-2.128786
-1.761349,-2.128786
-1.759212,-2.126955
-1.760433,-2.128481
-1.761349,-2.128786
-1.760433,-2.129396
-1.759518,-2.129091
-1.758907,-2.128481
-1.758297,-2.130617
-1.759212,-2.129702
-1.760433,-2.128176
-1.761044,-2.126955
-1.760433,-2.12665
-1.761654,-2.12726
-1.759518,-2.127565
-1.760433,-2.128176
-1.760128,-2.129091
-1.761044,-2.128786
-1.760738,-2.12726
-1.760738,-2.128176
-1.757687,-2.12726
-1.760433,-2.126955
-1.760128,-2.12665
-1.761959,-2.125734
-1.759518,-2.125124
-1.757992,-2.124514
-1.757687,-2.124208
-1.756466,-2.122683
-1.758297,-2.124208
-1.760433,-2.122072
-1.760128,-2.122377
-1.759518,-2.122683
-1.757076,-2.123293
-1.760433,-2.121767
-1.759518,-2.122072
-1.761349,-2.120546
-1.760738,-2.11902
-1.760433,-2.119631
-1.758602,-2.120241
-1.760433,-2.120241
-1.760738,-2.119326
-1.761044,-2.119936
-1.761044,-2.121462
-1.760128,-2.123598
-1.761044,-2.123598
-1.760433,-2.123598
-1.756466,-2.124208
-1.756466,-2.124208
-1.758602,-2.125734
-1.760738,-2.123903
-1.756466,-2.122683
-1.757687,-2.124208
-1.759212,-2.123293
-1.759212,-2.122377
-1.760433,-2.124514
-1.761044,-2.124208
-1.759518,-2.124819
-1.758907,-2.125124
-1.761044,-2.12604
-1.757687,-2.126955
-1.757992,-2.127565
-1.756161,-2.127565
-1.756466,-2.126345
-1.755856,-2.12665
-1.758297,-2.126955
-1.75494,-2.128176
-1.757076,-2.127565
-1.756161,-2.12604
-1.758907,-2.126955
-1.756161,-2.128481
-1.759212,-2.126345
-1.759518,-2.128786
-1.757076,-2.126955
-1.756466,-2.126345
-1.759212,-2.126345
-1.759518,-2.124514
-1.756771,-2.124514
-1.757076,-2.124819
-1.752193,-2.123598
-1.75555,-2.123293
-1.75555,-2.121462
-1.756466,-2.121462
-1.757076,-2.121462
-1.754635,-2.121157
-1.753719,-2.120241
-1.754025,-2.11902
-1.752499,-2.119936
-1.751583,-2.119936
-1.755856,-2.11902
-1.756466,-2.118105
-1.754025,-2.117189
-1.75433,-2.115358
-1.75433,-2.115358
-1.755856,-2.114748
-1.75555,-2.112917
-1.753719,-2.111391
-1.754635,-2.111391
-1.75433,-2.114138
-1.753109,-2.114748
-1.751888,-2.115664
-1.75494,-2.115664
-1.751888,-2.113527
-1.751888,-2.112001
-1.754635,-2.111086
-1.753414,-2.10895
-1.754025,-2.108034
-1.754025,-2.11017
-1.75555,-2.110781
-1.756466,-2.110476
-1.757687,-2.11017
-1.75433,-2.111086
-1.757076,-2.112307
-1.756771,-2.113222
-1.754635,-2.109865
-1.752193,-2.105288
-1.753719,-2.107424
-1.755856,-2.102846
-1.756771,-2.10071
-1.755856,-2.10071
-1.755856,-2.101931
-1.756466,-2.103151
-1.757687,-2.104372
-1.757687,-2.102846
-1.759212,-2.103151
-1.757992,-2.105288
-1.75494,-2.104067
-1.756771,-2.106508
-1.758297,-2.107424
-1.756771,-2.104982
-1.757687,-2.107729
-1.757992,-2.106203
-1.758297,-2.106203
-1.760128,-2.104982
-1.760128,-2.104982
-1.759212,-2.103456
-1.759518,-2.101931
-1.759518,-2.102846
-1.758602,-2.106508
-1.756161,-2.104982
-1.758602,-2.103151
-1.756771,-2.104067
-1.756466,-2.104067
-1.757992,-2.103762
-1.759518,-2.102541
-1.758907,-2.098574
-1.760128,-2.099184
-1.760128,-2.100405
-1.758602,-2.10071
-1.758602,-2.100405
-1.759212,-2.102541
-1.757992,-2.105593
-1.756466,-2.104372
-1.75555,-2.104372
-1.75494,-2.103151
-1.75433,-2.104067
-1.753109,-2.104372
-1.753414,-2.105288
-1.753109,-2.101015
-1.753109,-2.099489
-1.753719,-2.098574
-1.752499,-2.096437
-1.75433,-2.096437
-1.754635,-2.096132
-1.754635,-2.095522
-1.75555,-2.095827
-1.75494,-2.095522
-1.753414,-2.096743
-1.755856,-2.094301
-1.752499,-2.09369
-1.755856,-2.092164
-1.754635,-2.093385
-1.754635,-2.093385
-1.758907,-2.092469
-1.756161,-2.094912
-1.753109,-2.093996
-1.753109,-2.093996
-1.751888,-2.09369
-1.751278,-2.094301
-1.750057,-2.094912
-1.750362,-2.096743
-1.751278,-2.097048
-1.749142,-2.096743
-1.749447,-2.096743
-1.749752,-2.096132
-1.750057,-2.096132
-1.748837,-2.097048
-1.748531,-2.098269
-1.747616,-2.099184
-1.747005,-2.099489
-1.747005,-2.100405
-1.747311,-2.101015
-1.748531,-2.101625
-1.748531,-2.099489
-1.747616,-2.098574
-1.745785,-2.097048
-1.74548,-2.098269
-1.74548,-2.098879
-1.744259,-2.098879
-1.744869,-2.098879
-1.744869,-2.099794
-1.742733,-2.098879
-1.744259,-2.098879
-1.747005,-2.100405
-1.745785,-2.101625
-1.743954,-2.101625
-1.742428,-2.099489
-1.740902,-2.099489
-1.739986,-2.098879
-1.738461,-2.097963
-1.738461,-2.095827
-1.738155,-2.095827
-1.738155,-2.094606
-1.740902,-2.094606
-1.740902,-2.094301
-1.742123,-2.092469
-1.742733,-2.092774
-1.743038,-2.090028
-1.742428,-2.090333
-1.743038,-2.090333
-1.743954,-2.088807
-1.744564,-2.087892
-1.743954,-2.090943
-1.742733,-2.091554
-1.743954,-2.092164
-1.74548,-2.091554
-1.741817,-2.091554
-1.742123,-2.092774
-1.743038,-2.092774
-1.741207,-2.092774
-1.746395,-2.090943
-1.743038,-2.091249
-1.743038,-2.090943
-1.743038,-2.089417
-1.745785,-2.088807
-1.7467,-2.088197
-1.74548,-2.094912
-1.745174,-2.091554
-1.74548,-2.096132
-1.74548,-2.103151
-1.747616,-2.105898
-1.748531,-2.106508
-1.745785,-2.101931
-1.746395,-2.099184
-1.74548,-2.097353
-1.744564,-2.100405
-1.744259,-2.102846
-1.743038,-2.104372
-1.742428,-2.10895
-1.741817,-2.110476
-1.740292,-2.110781
-1.739376,-2.110781
-1.739376,-2.108034
-1.73785,-2.108034
-1.738766,-2.107729
-1.739681,-2.108644
-1.739681,-2.106203
-1.740902,-2.105288
-1.739376,-2.103456
-1.743038,-2.101931
-1.740902,-2.10071
-1.739986,-2.101015
-1.742123,-2.101015
-1.741817,-2.101931
-1.742733,-2.104067
-1.742733,-2.103762
-1.744564,-2.102846
-1.742733,-2.098269
-1.743343,-2.095522
-1.744564,-2.094301
-1.743954,-2.092774
-1.745174,-2.093385
-1.744869,-2.092469
-1.744564,-2.093996
-1.745174,-2.09369
-1.745785,-2.093385
-1.745174,-2.091859
-1.748531,-2.091249
-1.7467,-2.089723
-1.747616,-2.090943
-1.747616,-2.090333
-1.748837,-2.089112
-1.750057,-2.087586
-1.751583,-2.08545
-1.751278,-2.084229
-1.752193,-2.083924
-1.751278,-2.08545
-1.752193,-2.086976
-1.751888,-2.089112
-1.751278,-2.090943
-1.751278,-2.090333
-1.750362,-2.091554
-1.744869,-2.091249
-1.748837,-2.089417
-1.749447,-2.089112
-1.748837,-2.089417
-1.750362,-2.090028
-1.750973,-2.090028
-1.750057,-2.091859
-1.751583,-2.091554
-1.75433,-2.092469
-1.753414,-2.090943
-1.754025,-2.091554
-1.751888,-2.092469
-1.751583,-2.093996
-1.75433,-2.096132
-1.754025,-2.094912
-1.751278,-2.093996
-1.753109,-2.094912
-1.751278,-2.09369
-1.750057,-2.09369
-1.752499,-2.093996
-1.754025,-2.096437
-1.751278,-2.098574
-1.749752,-2.10132
-1.749142,-2.103151
-1.747921,-2.104982
-1.747616,-2.104372
-1.747921,-2.105288
-1.74548,-2.105898
-1.746395,-2.106203
-1.74548,-2.105593
-1.747311,-2.105593
-1.747311,-2.105593
-1.748531,-2.103762
-1.749142,-2.103762
-1.749142,-2.101931
-1.750362,-2.101931
-1.748837,-2.102846
-1.747921,-2.102541
-1.748531,-2.103762
-1.748837,-2.101625
-1.750057,-2.101015
-1.750362,-2.099489
-1.751583,-2.098269
-1.752499,-2.097963
-1.750057,-2.098269
-1.751583,-2.098574
-1.751278,-2.098574
-1.750362,-2.096132
-1.751583,-2.096437
-1.750973,-2.096743
-1.750057,-2.096743
-1.750362,-2.096132
-1.752193,-2.095522
-1.749752,-2.095827
-1.751278,-2.096132
-1.749142,-2.096437
-1.752499,-2.094606
-1.754025,-2.092469
-1.75555,-2.092469
-1.753719,-2.092469
-1.754025,-2.094912
-1.753109,-2.095827
-1.754635,-2.096743
-1.754025,-2.095522
-1.755856,-2.096132
-1.75494,-2.093385
-1.754635,-2.092774
-1.755856,-2.092469
-1.756466,-2.091859
-1.755856,-2.091249
-1.755856,-2.091554
-1.754025,-2.091859
-1.75555,-2.092469
-1.755856,-2.092164
-1.75433,-2.091554
-1.75555,-2.091859
-1.754025,-2.091249
-1.753414,-2.091859
-1.756466,-2.092164
-1.75494,-2.092774
-1.753719,-2.091859
-1.75555,-2.090943
-1.753719,-2.087892
-1.753109,-2.089417
-1.752193,-2.089112
-1.753719,-2.090333
-1.753109,-2.090943
-1.753109,-2.092164
-1.754635,-2.091859
-1.75433,-2.092469
-1.754635,-2.092469
-1.751583,-2.091554
-1.753414,-2.090028
-1.75433,-2.090028
-1.753109,-2.090028
-1.754025,-2.087892
-1.754025,-2.087586
-1.752499,-2.08545
-1.752499,-2.085755
-1.752499,-2.085755
-1.751583,-2.087281
-1.751583,-2.087281
-1.752193,-2.087892
-1.753414,-2.089417
-1.750362,-2.086366
-1.750362,-2.08484
-1.750973,-2.082704
-1.751583,-2.083009
-1.749752,-2.08484
-1.753414,-2.086976
-1.751583,-2.087892
-1.750362,-2.089417
-1.749447,-2.089112
-1.749752,-2.090333
-1.750057,-2.090943
-1.747616,-2.090028
-1.750973,-2.089112
-1.750057,-2.088807
-1.750057,-2.090028
-1.751278,-2.090028
-1.750057,-2.089417
-1.750362,-2.086976
-1.750057,-2.089112
-1.749752,-2.088807
-1.750362,-2.089417
-1.750362,-2.092774
-1.749447,-2.09369
-1.752193,-2.094606
-1.749752,-2.093385
-1.751583,-2.091554
-1.751278,-2.090028
-1.752499,-2.089417
-1.751583,-2.087586
-1.751888,-2.089112
-1.754635,-2.089723
-1.752193,-2.090333
-1.754635,-2.092469
-1.751888,-2.091859
-1.754025,-2.093385
-1.753109,-2.092774
-1.753719,-2.094301
-1.755856,-2.097048
-1.753109,-2.098574
-1.753109,-2.097353
-1.751888,-2.097048
-1.755856,-2.098879
-1.75555,-2.097963
-1.754025,-2.097963
-1.756161,-2.097963
-1.754635,-2.099489
-1.756466,-2.10071
-1.754635,-2.100405
-1.757076,-2.101931
-1.754635,-2.10071
-1.758297,-2.10132
-1.754025,-2.102541
-1.75433,-2.101625
-1.754025,-2.101625
-1.75433,-2.101625
-1.753109,-2.10071
-1.752193,-2.101625
-1.751888,-2.10132
-1.750973,-2.099184
-1.751583,-2.10071
-1.753109,-2.101015
-1.75433,-2.104067
-1.755856,-2.105288
